Transaction_ID,Date, Customer_ID,Customer_Name,Customer_Gender,Customer_Region,Category ,Price,Discount_Amount,Quantity ,Payment_Method,Store_Location,Online/Offline, Product_Rating
T000943,2023-09-29,C1386,David Morris,Male,NORTH,Electronics,855.67,7.53,10.0,Credit Card,Store B,Online,2.7
T000944,2023-04-08,C1141,Christopher Carter,Female,WST,ELECTRONIC,921.97,4.37,10.0,Online Payment,Store D,Offline,1.2
,,C1490,Heather Barber,Female,South,electronic,203.12,4.4,2.0,Cash,Store D,Offline,3.9
T000946,2024-08-17,C1263,Nancy Bell,Female,North,Furnitures,40.94,3.06,2.0,Online Payment,Store C,Online,4.8
T000947,2024-11-07,C1075,,,North,ELECTRONIC,698.71,7.87,10.0,Cash,,Offline,1.6
T000948,2023-11-16,C1176,Sherri Black,Male,North,Grocery,110.78,8.02,5.0,Cash,Store D,Offline,3.1
,2024-04-06,C1169,Rachel Anderson,Female,South,Electronics,739.9,,1.0,Online Payment,Store D,Offline,4.1
T000950,2023-11-18,C1168,Pam Watson,,South,Grocery,484.21,,4.0,Debit Card,,Offline,4.7
T000951,2023-06-27,C1156,Jason Christian,Male,South,Grocery,,,4.0,Credit Card,Store A,Offline,2.4
T000952,2023-10-15,C1164,Sean Osborne,Male,WST,Clothing,183.62,,4.0,Online Payment,Store A,Online,2.0
T000953,2023-04-30,C1072,Jessica Casey,Male,WST,,518.37,13.68,3.0,Credit Card,Store D,Online,1.1
T000954,2023-10-29,C1482,Denise Shah,Female,South,Clothing,294.98,6.5,2.0,,Store B,Offline,4.4
T000955,2024-01-27,C1117,Pamela Brady,,Est,Grocery,628.99,2.94,1.0,Cash,Store D,Online,4.4
T000956,2023-10-03,C1162,Mrs. Ashley Nicholson DVM,,,ELECTRONIC,733.95,4.09,6.0,Cash,Store A,Offline,4.8
T000957,2024-10-27,C1228,,Male,Est,Grocery,,14.16,10.0,Credit Card,Store A,Offline,1.3
T000958,2023-11-26,C1389,Derek Leblanc,Female,North,Electronics,127.3,12.53,8.0,Credit Card,Store A,Offline,3.1
T000959,2023-04-30,C1358,,Male,NORTH,Electronics,459.63,12.58,9.0,Debit Card,,Online,
,2023-04-13,C1411,Paul Shaffer,Female,NORTH,Electronics,349.16,1.3,8.0,Credit Card,Store A,Offline,3.4
T000961,2023-11-24,,Alicia Carson,Male,Est,electronic,533.76,7.34,5.0,Online Payment,Store C,,2.5
,2024-02-27,,Joshua Frank,Male,Est,Grocery,102.78,2.6,7.0,,Store B,Offline,3.2
,2024-07-05,C1472,,Male,East,Furnitures,307.3,0.19,5.0,Online Payment,,Online,
T000964,2024-01-02,C1221,,Male,Est,Furniture,620.63,14.41,3.0,Credit Card,Store B,Online,1.8
T000965,2023-11-17,C1260,Kathleen Ballard,Female,south,electronic,553.32,5.98,3.0,Credit Card,Store C,Offline,4.8
T000966,2023-05-11,C1117,Joshua Scott,Male,South,Clothing,,,8.0,Debit Card,Store A,Online,1.1
T000967,2024-07-04,C1253,Anthony Holmes,Male,,Grocery,150.45,13.28,8.0,Cash,Store A,Offline,1.2
T000968,2024-03-08,C1465,James Shah,Male,WST,Furnitures,435.25,,6.0,Credit Card,Store B,Offline,
T000969,2023-05-24,C1459,Melissa Miller MD,Male,West,ELECTRONIC,291.67,,9.0,Credit Card,,Online,4.7
T000970,2024-06-21,,Pamela Smith,Female,East,Electronics,148.27,1.92,,Debit Card,Store D,Online,1.5
T000971,2024-06-11,C1376,Richard Powell,Female,NORTH,Clothing,557.51,1.35,6.0,Credit Card,Store A,Offline,4.7
T000972,2023-08-02,C1373,Pamela Cummings,Female,,Grocery,463.93,,10.0,Credit Card,Store D,Offline,3.1
T000973,2024-07-31,,Christine Barr,Male,South,Furnitures,283.54,,1.0,Credit Card,Store B,Offline,1.8
T000974,2024-07-23,C1315,Tracy Gallagher,Female,south,Electronics,626.89,9.78,8.0,Credit Card,Store D,Online,1.5
T000975,2024-05-15,C1294,Tiffany Maldonado,Female,West,ELECTRONIC,787.33,5.15,10.0,Online Payment,Store B,Online,3.1
T000976,2023-12-26,C1171,Michelle Dillon,Female,North,Electronics,179.33,7.78,4.0,Debit Card,Store A,Online,2.4
T000977,2023-06-19,C1300,Dana Cameron,Male,West,Furniture,987.82,14.63,9.0,,Store C,Offline,1.7
,2024-07-17,C1102,Peter Davis,Female,South,Clothing,325.51,4.6,2.0,Cash,Store B,Offline,3.2
T000979,2024-05-06,C1454,,Female,West,Grocery,345.8,10.98,2.0,Cash,,Online,
T000980,,C1159,Amanda Alexander,Male,WST,,773.73,,8.0,Online Payment,Store A,Offline,1.2
T000981,2023-10-29,C1390,Cynthia Perez,Male,,Furnitures,407.61,12.43,9.0,Online Payment,Store A,Offline,
T000982,2024-04-24,C1413,Heather Buckley,Female,Est,Grocery,16.98,3.76,5.0,Credit Card,Store D,Online,2.4
T000983,2024-07-06,C1094,Kaitlyn Smith,Male,North,Clothing,283.66,,10.0,Debit Card,Store C,Offline,4.5
T000984,2024-10-04,,Michael Short,Male,NORTH,Electronics,390.94,,8.0,Credit Card,Store A,Online,
T000985,2023-06-22,C1319,,Female,North,Clothing,724.25,12.46,4.0,Cash,Store D,Offline,3.0
T000986,2023-04-25,C1168,,Male,Est,Furnitures,633.85,,6.0,Cash,Store A,Online,2.5
T000987,2023-05-01,C1246,Billy York,Female,WST,Electronics,724.84,0.23,9.0,Credit Card,Store A,Offline,1.9
T000988,2023-11-10,C1352,Ashley Newman,Male,East,Grocery,806.96,11.88,8.0,Cash,Store B,Offline,
T000989,2023-10-15,C1005,Jennifer Little,Female,West,Furniture,610.75,6.04,1.0,Online Payment,,,1.9
T000990,2023-05-31,C1474,,Female,south,Grocery,,,7.0,Debit Card,Store A,Online,1.4
,2024-10-07,,Monica Ramos,,Est,Grocery,13.62,12.77,2.0,Credit Card,Store C,,3.9
T000992,2024-09-01,C1303,Joshua Ross,Male,south,Electronics,591.22,4.79,7.0,Debit Card,Store A,,
T000993,2023-01-11,C1177,Kevin Anderson,Female,WST,Grocery,481.77,,4.0,Online Payment,Store A,Offline,4.9
T000994,2023-05-10,C1314,Barbara Lopez,Female,south,Grocery,330.1,12.77,1.0,Cash,Store D,Online,2.0
T000995,2023-07-28,C1294,Curtis Phillips,Male,East,Furniture,949.81,11.82,2.0,Debit Card,Store B,Online,1.1
T000996,2024-09-29,C1316,Edward Mcdonald,Female,North,electronic,958.53,5.53,5.0,Debit Card,Store A,Online,1.6
T000997,2024-02-04,C1485,Taylor Hughes,Male,Est,Furnitures,446.94,0.9,3.0,Cash,Store B,Offline,2.9
,2024-05-08,C1418,Emily Morrison,Male,East,,,,8.0,Cash,Store A,Offline,
T000999,2023-06-12,C1350,Denise Wagner,Male,West,Furniture,291.12,4.46,3.0,Cash,Store C,Offline,2.3
T001000,2024-05-05,C1123,Scott Martin,Male,East,Electronics,39.19,10.04,1.0,Online Payment,,Online,
